transaction_id,user_id,date,description,amount,type,category,merchant,payment_method
U004-T00914,U004,2026-07-26,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U004-T00915,U004,2026-09-26,AUTO RICKSHAW PAYMENT,20.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00916,U004,2026-09-09,SWIGGY QUICK BITE PAYMENT,110.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00917,U004,2026-08-18,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00918,U004,2026-09-28,BLINKIT DAILY PAYMENT,40.0,expense,Food,BLINKIT DAILY,UPI
U004-T00919,U004,2026-07-15,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U004-T00920,U004,2026-08-15,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00921,U004,2026-07-08,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U004-T00922,U004,2026-09-14,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U004-T00923,U004,2026-09-07,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U004-T00924,U004,2026-08-01,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U004-T00925,U004,2026-07-08,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00926,U004,2026-08-06,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U004-T00927,U004,2026-09-16,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00928,U004,2026-08-07,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00929,U004,2026-08-31,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00930,U004,2026-07-10,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U004-T00931,U004,2026-09-02,AUTO RICKSHAW PAYMENT,40.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00932,U004,2026-07-29,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U004-T00933,U004,2026-08-16,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U004-T00934,U004,2026-09-22,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U004-T00935,U004,2026-08-10,AUTO RICKSHAW PAYMENT,20.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00936,U004,2026-07-07,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U004-T00937,U004,2026-09-29,PARKING FEE PAYMENT,15.0,expense,Other,PARKING FEE,UPI
U004-T00938,U004,2026-08-05,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U004-T00939,U004,2026-09-05,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U004-T00940,U004,2026-07-16,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00941,U004,2026-07-05,QUICK UPI TRANSFER PAYMENT,30.0,expense,Other,QUICK UPI TRANSFER,UPI
U004-T00942,U004,2026-09-22,KIRANA STORE PAYMENT,15.0,expense,Shopping,KIRANA STORE,UPI
U004-T00943,U004,2026-07-03,SWIGGY QUICK BITE PAYMENT,40.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00944,U004,2026-08-04,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U004-T00945,U004,2026-08-08,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U004-T00946,U004,2026-07-08,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U004-T00947,U004,2026-09-02,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U004-T00948,U004,2026-08-19,BLINKIT DAILY PAYMENT,40.0,expense,Food,BLINKIT DAILY,UPI
U004-T00949,U004,2026-07-27,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00950,U004,2026-09-07,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U004-T00951,U004,2026-07-05,NAMMA METRO PAYMENT,25.0,expense,Transport,NAMMA METRO,UPI
U004-T00952,U004,2026-07-04,COFFEE & CHAT PAYMENT,45.0,expense,Entertainment,COFFEE & CHAT,UPI
U004-T00953,U004,2026-08-03,STATIONERY SHOP PAYMENT,20.0,expense,Shopping,STATIONERY SHOP,UPI
U004-T00954,U004,2026-07-04,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U004-T00955,U004,2026-08-24,KIRANA STORE PAYMENT,15.0,expense,Shopping,KIRANA STORE,UPI
U004-T00956,U004,2026-07-14,NAMMA METRO PAYMENT,25.0,expense,Transport,NAMMA METRO,UPI
U004-T00957,U004,2026-09-07,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U004-T00958,U004,2026-07-21,QUICK UPI TRANSFER PAYMENT,30.0,expense,Other,QUICK UPI TRANSFER,UPI
U004-T00959,U004,2026-07-31,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00960,U004,2026-08-05,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U004-T00961,U004,2026-07-11,COMMUNITY CHARITY UPI PAYMENT,51.0,expense,Other,COMMUNITY CHARITY UPI,UPI
U004-T00962,U004,2026-08-07,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U004-T00963,U004,2026-07-05,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00964,U004,2026-08-04,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00965,U004,2026-07-16,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U004-T00966,U004,2026-08-03,LOCAL PHARMACY STORE PAYMENT,65.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U004-T00967,U004,2026-08-29,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00968,U004,2026-08-29,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U004-T00969,U004,2026-08-31,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00970,U004,2026-08-22,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00971,U004,2026-08-05,COFFEE & CHAT PAYMENT,45.0,expense,Entertainment,COFFEE & CHAT,UPI
U004-T00972,U004,2026-07-09,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U004-T00973,U004,2026-08-05,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U004-T00974,U004,2026-07-17,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U004-T00975,U004,2026-07-19,CAMPUS PHOTOCOPY & NOTES PAYMENT,10.0,expense,Education,CAMPUS PHOTOCOPY & NOTES,UPI
U004-T00976,U004,2026-07-30,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00977,U004,2026-07-24,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00978,U004,2026-09-13,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U004-T00979,U004,2026-07-08,PARKING FEE PAYMENT,15.0,expense,Other,PARKING FEE,UPI
U004-T00980,U004,2026-08-02,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U004-T00981,U004,2026-09-08,AUTO RICKSHAW PAYMENT,30.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00982,U004,2026-08-14,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U004-T00983,U004,2026-07-15,SWIGGY QUICK BITE PAYMENT,60.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00984,U004,2026-07-27,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U004-T00985,U004,2026-09-26,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00986,U004,2026-08-06,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00987,U004,2026-09-16,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U004-T00988,U004,2026-08-22,COFFEE & CHAT PAYMENT,45.0,expense,Entertainment,COFFEE & CHAT,UPI
U004-T00989,U004,2026-08-30,PARKING FEE PAYMENT,15.0,expense,Other,PARKING FEE,UPI
U004-T00990,U004,2026-09-18,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U004-T00991,U004,2026-07-06,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U004-T00992,U004,2026-09-14,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U004-T00993,U004,2026-08-10,SWIGGY QUICK BITE PAYMENT,85.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00994,U004,2026-07-28,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00995,U004,2026-09-23,UBER AUTO PAYMENT,75.0,expense,Transport,UBER AUTO,UPI
U004-T00996,U004,2026-09-22,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00997,U004,2026-07-29,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U004-T00998,U004,2026-09-07,UBER AUTO PAYMENT,28.0,expense,Transport,UBER AUTO,UPI
U004-T00999,U004,2026-09-16,BLINKIT DAILY PAYMENT,80.0,expense,Food,BLINKIT DAILY,UPI
U004-T01000,U004,2026-08-10,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U005-T00001,U005,2026-07-26,SALARY CREDIT - TECH CORP,50000.0,income,Salary,TechCorp Solutions,NEFT
U005-T00002,U005,2026-08-26,SALARY CREDIT - TECH CORP,50000.0,income,Salary,TechCorp Solutions,NEFT
U005-T00003,U005,2026-09-26,SALARY CREDIT - TECH CORP,50000.0,income,Salary,TechCorp Solutions,NEFT
U005-T00004,U005,2026-07-01,HOUSE RENT,10000.0,expense,Rent,Landlord Transfer,UPI
U005-T00005,U005,2026-08-01,HOUSE RENT,10000.0,expense,Rent,Landlord Transfer,UPI
U005-T00006,U005,2026-09-01,HOUSE RENT,10000.0,expense,Rent,Landlord Transfer,UPI
U005-T00007,U005,2026-07-21,NETFLIX PREMIUM,649.0,expense,Subscriptions,Netflix,Credit Card
U005-T00008,U005,2026-08-21,NETFLIX PREMIUM,649.0,expense,Subscriptions,Netflix,Credit Card
U005-T00009,U005,2026-09-21,NETFLIX PREMIUM,649.0,expense,Subscriptions,Netflix,Credit Card
U005-T00010,U005,2026-07-06,CULT.FIT GYM MEMBERSHIP,1600.0,expense,Healthcare,Cult.Fit,Auto Debit
U005-T00011,U005,2026-08-06,CULT.FIT GYM MEMBERSHIP,1600.0,expense,Healthcare,Cult.Fit,Auto Debit
U005-T00012,U005,2026-09-06,CULT.FIT GYM MEMBERSHIP,1600.0,expense,Healthcare,Cult.Fit,Auto Debit
U005-T00013,U005,2026-07-12,AIRTEL FIBER BROADBAND,1200.0,expense,Bills,Airtel,UPI AutoPay
U005-T00014,U005,2026-08-12,AIRTEL FIBER BROADBAND,1200.0,expense,Bills,Airtel,UPI AutoPay
U005-T00015,U005,2026-09-12,AIRTEL FIBER BROADBAND,1200.0,expense,Bills,Airtel,UPI AutoPay
U005-T00016,U005,2026-09-27,AMAZON ELECTRONICS,4500.0,expense,Shopping,Amazon India,Credit Card
U005-T00017,U005,2026-09-23,MYNTRA FASHION,2400.0,expense,Shopping,Myntra,UPI
U005-T00018,U005,2026-09-20,BESCOM ELECTRICITY,1600.0,expense,Bills,BESCOM,NetBanking
U005-T00019,U005,2026-09-17,PVR INOX CINEMAS,1100.0,expense,Entertainment,PVR,Credit Card
U005-T00020,U005,2026-09-16,UDEMY AI COURSE,1299.0,expense,Education,Udemy,Debit Card
U005-T00021,U005,2026-09-18,APOLLO PHARMACY,950.0,expense,Healthcare,Apollo,UPI
U005-T00022,U005,2026-09-28,SWIGGY GOURMET,450.0,expense,Food,Swiggy,UPI
U005-T00023,U005,2026-09-24,ZOMATO DINING,1280.0,expense,Food,Zomato,Credit Card
U005-T00024,U005,2026-09-25,UBER PREMIER,620.0,expense,Transport,Uber,UPI
U005-T00025,U005,2026-09-11,SPOTIFY FAMILY,119.0,expense,Subscriptions,Spotify,UPI
U005-T00026,U005,2026-08-24,AMAZON HOME ESSENTIALS,2200.0,expense,Shopping,Amazon India,Credit Card
U005-T00027,U005,2026-08-14,MYNTRA ACCESSORIES,1500.0,expense,Shopping,Myntra,UPI
U005-T00028,U005,2026-08-20,BESCOM ELECTRICITY,1450.0,expense,Bills,BESCOM,NetBanking
U005-T00029,U005,2026-08-15,BOOKMYSHOW MOVIE,800.0,expense,Entertainment,BookMyShow,Debit Card
U005-T00030,U005,2026-08-10,COURSERA PYTHON COURSE,799.0,expense,Education,Coursera,Debit Card
U005-T00031,U005,2026-08-18,MEDPLUS PHARMACY,850.0,expense,Healthcare,MedPlus,UPI
U005-T00032,U005,2026-08-25,UBER INTERCITY,520.0,expense,Transport,Uber,UPI
U005-T00033,U005,2026-08-28,BARBEQUE NATION,850.0,expense,Food,Barbeque Nation,Credit Card
U005-T00034,U005,2026-08-11,SPOTIFY FAMILY,119.0,expense,Subscriptions,Spotify,UPI
U005-T00035,U005,2026-07-20,AMAZON MONSOON GEAR,1800.0,expense,Shopping,Amazon India,Credit Card
U005-T00036,U005,2026-07-12,FABINDIA CLOTHING,1200.0,expense,Shopping,FabIndia,UPI
U005-T00037,U005,2026-07-18,BESCOM ELECTRICITY,1400.0,expense,Bills,BESCOM,NetBanking
U005-T00038,U005,2026-07-14,PVR CINEMAS,600.0,expense,Entertainment,PVR,Credit Card
U005-T00039,U005,2026-07-16,APOLLO HEALTH CHECK,700.0,expense,Healthcare,Apollo,UPI
U005-T00040,U005,2026-07-10,SAPNA BOOK HOUSE,450.0,expense,Education,Sapna Book House,UPI
U005-T00041,U005,2026-07-22,INDIAN OIL PETROL,480.0,expense,Transport,Indian Oil,Credit Card
U005-T00042,U005,2026-07-25,MAINLAND CHINA DINING,750.0,expense,Food,Mainland China,Credit Card
U005-T00043,U005,2026-07-11,SPOTIFY FAMILY,119.0,expense,Subscriptions,Spotify,UPI
U005-T00044,U005,2026-08-01,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U005-T00045,U005,2026-07-30,BLINKIT DAILY PAYMENT,30.0,expense,Food,BLINKIT DAILY,UPI
U005-T00046,U005,2026-09-27,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U005-T00047,U005,2026-08-16,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U005-T00048,U005,2026-08-16,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00049,U005,2026-08-27,KIRANA STORE PAYMENT,25.0,expense,Shopping,KIRANA STORE,UPI
U005-T00050,U005,2026-09-11,STATIONERY SHOP PAYMENT,20.0,expense,Shopping,STATIONERY SHOP,UPI
U005-T00051,U005,2026-09-07,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U005-T00052,U005,2026-09-25,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U005-T00053,U005,2026-09-16,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U005-T00054,U005,2026-08-13,STREET TIFFIN PAYMENT,20.0,expense,Food,STREET TIFFIN,UPI
U005-T00055,U005,2026-08-22,BLINKIT DAILY PAYMENT,40.0,expense,Food,BLINKIT DAILY,UPI
U005-T00056,U005,2026-09-12,SWIGGY QUICK BITE PAYMENT,60.0,expense,Food,SWIGGY QUICK BITE,UPI
U005-T00057,U005,2026-07-24,MOBILE TOP-UP PAYMENT,19.0,expense,Bills,MOBILE TOP-UP,UPI
U005-T00058,U005,2026-07-22,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00059,U005,2026-09-09,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U005-T00060,U005,2026-07-13,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00061,U005,2026-08-25,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U005-T00062,U005,2026-07-10,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00063,U005,2026-08-24,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U005-T00064,U005,2026-09-28,NAMMA METRO PAYMENT,25.0,expense,Transport,NAMMA METRO,UPI
U005-T00065,U005,2026-07-16,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U005-T00066,U005,2026-09-14,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00067,U005,2026-07-06,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U005-T00068,U005,2026-08-27,COFFEE & CHAT PAYMENT,65.0,expense,Entertainment,COFFEE & CHAT,UPI
U005-T00069,U005,2026-08-25,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U005-T00070,U005,2026-09-28,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00071,U005,2026-09-14,COFFEE & CHAT PAYMENT,20.0,expense,Entertainment,COFFEE & CHAT,UPI
U005-T00072,U005,2026-07-20,COFFEE & CHAT PAYMENT,45.0,expense,Entertainment,COFFEE & CHAT,UPI
U005-T00073,U005,2026-09-25,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00074,U005,2026-08-11,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U005-T00075,U005,2026-07-13,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U005-T00076,U005,2026-08-13,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U005-T00077,U005,2026-08-06,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U005-T00078,U005,2026-07-23,QUICK UPI TRANSFER PAYMENT,10.0,expense,Other,QUICK UPI TRANSFER,UPI
U005-T00079,U005,2026-07-27,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U005-T00080,U005,2026-09-12,MOBILE TOP-UP PAYMENT,29.0,expense,Bills,MOBILE TOP-UP,UPI
U005-T00081,U005,2026-07-13,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U005-T00082,U005,2026-07-16,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U005-T00083,U005,2026-08-26,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U005-T00084,U005,2026-08-06,PARKING FEE PAYMENT,15.0,expense,Other,PARKING FEE,UPI
U005-T00085,U005,2026-09-16,UBER AUTO PAYMENT,42.0,expense,Transport,UBER AUTO,UPI
U005-T00086,U005,2026-09-24,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U005-T00087,U005,2026-07-27,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U005-T00088,U005,2026-07-04,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00089,U005,2026-09-08,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U005-T00090,U005,2026-07-01,SWIGGY QUICK BITE PAYMENT,40.0,expense,Food,SWIGGY QUICK BITE,UPI
U005-T00091,U005,2026-08-17,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00092,U005,2026-08-26,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U005-T00093,U005,2026-08-07,COFFEE & CHAT PAYMENT,20.0,expense,Entertainment,COFFEE & CHAT,UPI
U005-T00094,U005,2026-08-26,MOBILE TOP-UP PAYMENT,29.0,expense,Bills,MOBILE TOP-UP,UPI
U005-T00095,U005,2026-08-03,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U005-T00096,U005,2026-08-05,UBER AUTO PAYMENT,28.0,expense,Transport,UBER AUTO,UPI
U005-T00097,U005,2026-08-15,STATIONERY SHOP PAYMENT,20.0,expense,Shopping,STATIONERY SHOP,UPI
U005-T00098,U005,2026-07-10,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U005-T00099,U005,2026-08-05,BLINKIT DAILY PAYMENT,30.0,expense,Food,BLINKIT DAILY,UPI
U005-T00100,U005,2026-09-29,AUTO RICKSHAW PAYMENT,20.0,expense,Transport,AUTO RICKSHAW,UPI
U005-T00101,U005,2026-08-25,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U005-T00102,U005,2026-07-25,LOCAL PHARMACY STORE PAYMENT,18.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U005-T00103,U005,2026-09-20,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00104,U005,2026-07-18,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U005-T00105,U005,2026-09-25,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00106,U005,2026-07-20,SWIGGY QUICK BITE PAYMENT,60.0,expense,Food,SWIGGY QUICK BITE,UPI
U005-T00107,U005,2026-09-02,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U005-T00108,U005,2026-09-20,CAMPUS PHOTOCOPY & NOTES PAYMENT,20.0,expense,Education,CAMPUS PHOTOCOPY & NOTES,UPI
U005-T00109,U005,2026-07-01,BLINKIT DAILY PAYMENT,80.0,expense,Food,BLINKIT DAILY,UPI
U005-T00110,U005,2026-09-10,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00111,U005,2026-07-05,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U005-T00112,U005,2026-09-17,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U005-T00113,U005,2026-09-20,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U005-T00114,U005,2026-08-08,LOCAL PHARMACY STORE PAYMENT,45.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U005-T00115,U005,2026-09-24,SWIGGY QUICK BITE PAYMENT,110.0,expense,Food,SWIGGY QUICK BITE,UPI
U005-T00116,U005,2026-09-15,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U005-T00117,U005,2026-08-07,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U005-T00118,U005,2026-08-06,BLINKIT DAILY PAYMENT,80.0,expense,Food,BLINKIT DAILY,UPI
U005-T00119,U005,2026-08-11,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U005-T00120,U005,2026-07-15,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00121,U005,2026-09-23,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U005-T00122,U005,2026-09-29,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00123,U005,2026-09-01,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00124,U005,2026-07-04,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U005-T00125,U005,2026-08-22,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U005-T00126,U005,2026-08-03,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U005-T00127,U005,2026-08-20,STATIONERY SHOP PAYMENT,45.0,expense,Shopping,STATIONERY SHOP,UPI
U005-T00128,U005,2026-08-21,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U005-T00129,U005,2026-08-04,SWIGGY QUICK BITE PAYMENT,60.0,expense,Food,SWIGGY QUICK BITE,UPI
U005-T00130,U005,2026-08-13,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00131,U005,2026-08-09,BLINKIT DAILY PAYMENT,40.0,expense,Food,BLINKIT DAILY,UPI
U005-T00132,U005,2026-09-12,CAMPUS PHOTOCOPY & NOTES PAYMENT,20.0,expense,Education,CAMPUS PHOTOCOPY & NOTES,UPI
U005-T00133,U005,2026-09-19,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U005-T00134,U005,2026-07-17,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U005-T00135,U005,2026-07-03,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U005-T00136,U005,2026-09-29,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U005-T00137,U005,2026-09-09,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U005-T00138,U005,2026-09-05,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U005-T00139,U005,2026-07-21,LOCAL PHARMACY STORE PAYMENT,65.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U005-T00140,U005,2026-09-30,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U005-T00141,U005,2026-08-17,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U005-T00142,U005,2026-09-09,UBER AUTO PAYMENT,28.0,expense,Transport,UBER AUTO,UPI
U005-T00143,U005,2026-07-05,LOCAL PHARMACY STORE PAYMENT,18.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U005-T00144,U005,2026-09-03,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U005-T00145,U005,2026-07-06,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U005-T00146,U005,2026-07-04,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U005-T00147,U005,2026-07-05,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U005-T00148,U005,2026-08-18,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
